code_module,code_presentation,id_student,date_submitted,is_banked,exam,exam_cutoff,assessment_name,exam_cutoff_week,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,course_credits,module_presentation_length,credits_other,educ_band,region_band,is_repeating,ocas,sum_score,num_submitted,num_banked,ocas_rel,date_registration,pct_weeks_active,pct_weeks_online,credits_other_band,mod_pres,is_pass,TMA 1,TMA 2,TMA 3,TMA 4,TMA 5,TMA 6,CMA 1,CMA 2,CMA 3,CMA 4,CMA 5,CMA 6,CMA 7
CCC,2014B,631715,230,0,72.0,241.0,Exam,35,M,South Region,HE Qualification,50-60%,0-35,0,30,Non-Disabled,Pass,30,241,0,2_higher_ALevel,England,NEW,4540.0,487.0,5.0,0.0,45.4,-25.0,0.8285714285714286,0.8285714285714286,"[0, 1)",CCC_2014B,True,,,,96.0,,,100.0,100.0,100.0,91.0,,,
CCC,2014B,631772,234,0,84.0,241.0,Exam,35,M,Scotland,Lower Than A Level,90-100%,35+,0,30,Non-Disabled,Pass,30,241,0,0_lower_ALevel,Scotland,NEW,9428.0,762.0,8.0,0.0,94.28,-25.0,1.0,1.0,"[0, 1)",CCC_2014B,True,84.0,93.0,93.0,96.0,,,100.0,100.0,96.0,100.0,,,
CCC,2014B,631850,230,0,98.0,241.0,Exam,35,M,Scotland,Post Graduate Qualification,90-100%,0-35,0,60,Non-Disabled,Distinction,30,241,30,2_higher_ALevel,Scotland,NEW,9814.0,778.0,8.0,0.0,98.14,-22.0,0.8857142857142857,0.8857142857142857,"[1, 60)",CCC_2014B,True,98.0,99.0,100.0,100.0,,,100.0,94.0,100.0,87.0,,,
CCC,2014B,631981,234,0,66.0,241.0,Exam,35,F,North Region,Post Graduate Qualification,0,0-35,0,30,Non-Disabled,Pass,30,241,0,2_higher_ALevel,England,NEW,7671.0,579.0,8.0,0.0,76.71,-34.0,0.6,0.6,"[0, 1)",CCC_2014B,True,88.0,98.0,87.0,59.0,,,70.0,45.0,62.0,70.0,,,
CCC,2014B,632017,234,0,90.0,241.0,Exam,35,F,North Region,HE Qualification,0,35+,0,60,Non-Disabled,Pass,30,241,30,2_higher_ALevel,England,NEW,7242.0,649.0,7.0,0.0,72.42,-24.0,0.7714285714285715,0.7714285714285715,"[1, 60)",CCC_2014B,True,94.0,99.0,82.0,,,,80.0,98.0,100.0,96.0,,,
CCC,2014B,632074,230,0,76.0,241.0,Exam,35,M,Scotland,A Level or Equivalent,60-70%,0-35,0,60,Non-Disabled,Pass,30,241,30,1_ALevel,Scotland,NEW,9348.0,730.0,8.0,0.0,93.48,-24.0,0.7714285714285715,0.7714285714285715,"[1, 60)",CCC_2014B,True,96.0,99.0,93.0,97.0,,,90.0,94.0,83.0,78.0,,,
CCC,2014B,632111,230,0,50.0,241.0,Exam,35,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,Non-Disabled,Pass,30,241,30,1_ALevel,England,NEW,5956.0,498.0,8.0,0.0,59.56,-29.0,0.6857142857142857,0.6857142857142857,"[1, 60)",CCC_2014B,True,78.0,55.0,68.0,43.0,,,60.0,70.0,72.0,52.0,,,
CCC,2014B,632313,230,0,100.0,241.0,Exam,35,M,North Western Region,A Level or Equivalent,80-90%,0-35,0,60,Non-Disabled,Distinction,30,241,30,1_ALevel,England,NEW,5452.0,575.0,6.0,0.0,54.52,-23.0,0.8571428571428571,0.8571428571428571,"[1, 60)",CCC_2014B,True,100.0,,99.0,,,,90.0,94.0,96.0,96.0,,,
CCC,2014B,632459,230,0,56.0,241.0,Exam,35,M,London Region,A Level or Equivalent,90-100%,0-35,0,60,Non-Disabled,Pass,30,241,30,1_ALevel,England,NEW,4948.0,409.0,7.0,0.0,49.48,-28.0,0.7142857142857143,0.7142857142857143,"[1, 60)",CCC_2014B,True,64.0,64.0,27.0,59.0,,,70.0,68.0,,57.0,,,
CCC,2014B,632571,234,0,68.0,241.0,Exam,35,M,Wales,A Level or Equivalent,70-80%,0-35,0,30,Disabled,Pass,30,241,0,1_ALevel,Wales,NEW,4274.0,410.0,5.0,0.0,42.74,-22.0,0.5428571428571428,0.5428571428571428,"[0, 1)",CCC_2014B,True,96.0,71.0,,,,,,96.0,77.0,70.0,,,
CCC,2014B,632597,234,0,54.0,241.0,Exam,35,M,Wales,A Level or Equivalent,50-60%,0-35,0,30,Non-Disabled,Pass,30,241,0,1_ALevel,Wales,NEW,6253.0,560.0,8.0,0.0,62.53,-24.0,0.3142857142857143,0.3142857142857143,"[0, 1)",CCC_2014B,True,56.0,62.0,65.0,40.0,,,90.0,81.0,81.0,85.0,,,
CCC,2014B,632836,230,0,94.0,241.0,Exam,35,F,London Region,Lower Than A Level,20-30%,0-35,0,30,Non-Disabled,Distinction,30,241,0,0_lower_ALevel,England,NEW,9354.0,762.0,8.0,0.0,93.54,-27.0,0.7428571428571429,0.7428571428571429,"[0, 1)",CCC_2014B,True,92.0,91.0,90.0,95.0,,,100.0,98.0,96.0,100.0,,,
CCC,2014B,633250,230,0,56.0,241.0,Exam,35,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,Non-Disabled,Pass,30,241,30,1_ALevel,England,NEW,7015.0,579.0,8.0,0.0,70.15,-25.0,1.0,1.0,"[1, 60)",CCC_2014B,True,88.0,81.0,52.0,71.0,,,80.0,81.0,56.0,70.0,,,
CCC,2014B,633270,230,0,64.0,241.0,Exam,35,M,South West Region,No Formal quals,20-30%,0-35,0,60,Non-Disabled,Pass,30,241,30,0_lower_ALevel,England,NEW,7098.0,606.0,8.0,0.0,70.98,-24.0,0.8857142857142857,0.8857142857142857,"[1, 60)",CCC_2014B,True,94.0,64.0,78.0,61.0,,,100.0,86.0,69.0,54.0,,,
CCC,2014B,633281,230,0,98.0,241.0,Exam,35,F,South East Region,HE Qualification,70-80%,0-35,0,60,Non-Disabled,Distinction,30,241,30,2_higher_ALevel,England,NEW,6144.0,530.0,6.0,0.0,61.44,-24.0,0.8285714285714286,0.8285714285714286,"[1, 60)",CCC_2014B,True,,,88.0,85.0,,,70.0,98.0,98.0,91.0,,,
CCC,2014B,633493,234,0,100.0,241.0,Exam,35,M,North Region,A Level or Equivalent,0,0-35,0,30,Disabled,Distinction,30,241,0,1_ALevel,England,NEW,9588.0,780.0,8.0,0.0,95.88,-15.0,0.8285714285714286,0.8285714285714286,"[0, 1)",CCC_2014B,True,100.0,98.0,86.0,98.0,,,100.0,100.0,98.0,100.0,,,
CCC,2014B,633695,230,0,100.0,241.0,Exam,35,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,Non-Disabled,Distinction,30,241,30,1_ALevel,England,NEW,9660.0,782.0,8.0,0.0,96.6,-23.0,0.8285714285714286,0.8285714285714286,"[1, 60)",CCC_2014B,True,100.0,95.0,95.0,96.0,,,100.0,100.0,100.0,96.0,,,
CCC,2014B,633722,230,0,100.0,241.0,Exam,35,M,Scotland,HE Qualification,90-100%,35+,0,30,Non-Disabled,Distinction,30,241,0,2_higher_ALevel,Scotland,NEW,9610.0,774.0,8.0,0.0,96.1,-24.0,0.9714285714285714,0.9714285714285714,"[0, 1)",CCC_2014B,True,100.0,95.0,96.0,96.0,,,100.0,100.0,100.0,87.0,,,
CCC,2014B,633857,236,0,92.0,241.0,Exam,35,F,North Region,Lower Than A Level,0,0-35,0,60,Non-Disabled,Distinction,30,241,30,0_lower_ALevel,England,NEW,9346.0,764.0,8.0,0.0,93.46,-24.0,0.8857142857142857,0.8857142857142857,"[1, 60)",CCC_2014B,True,94.0,92.0,91.0,91.0,,,100.0,96.0,100.0,100.0,,,
CCC,2014B,634128,230,0,92.0,241.0,Exam,35,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,Disabled,Pass,30,241,30,1_ALevel,England,NEW,6180.0,507.0,6.0,0.0,61.8,-23.0,0.5714285714285714,0.5714285714285714,"[1, 60)",CCC_2014B,True,94.0,86.0,89.0,,,,70.0,,90.0,78.0,,,
CCC,2014B,634157,236,0,78.0,241.0,Exam,35,M,North Region,Lower Than A Level,0,0-35,0,60,Non-Disabled,Pass,30,241,30,0_lower_ALevel,England,NEW,8014.0,679.0,8.0,0.0,80.14,-23.0,0.9428571428571428,0.9428571428571428,"[1, 60)",CCC_2014B,True,98.0,85.0,84.0,54.0,,,90.0,98.0,96.0,74.0,,,
CCC,2014B,634216,230,0,84.0,241.0,Exam,35,M,South West Region,HE Qualification,50-60%,0-35,0,60,Non-Disabled,Pass,30,241,30,2_higher_ALevel,England,NEW,9188.0,737.0,8.0,0.0,91.88,-22.0,0.9714285714285714,0.9714285714285714,"[1, 60)",CCC_2014B,True,100.0,96.0,90.0,92.0,,,100.0,100.0,79.0,80.0,,,
CCC,2014B,634217,230,0,100.0,241.0,Exam,35,M,Scotland,Lower Than A Level,70-80%,35+,0,60,Non-Disabled,Distinction,30,241,30,0_lower_ALevel,Scotland,NEW,9844.0,783.0,8.0,0.0,98.44,-22.0,0.9142857142857143,0.9142857142857143,"[1, 60)",CCC_2014B,True,92.0,100.0,99.0,100.0,,,100.0,98.0,98.0,96.0,,,
CCC,2014B,634241,230,0,86.0,241.0,Exam,35,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,Non-Disabled,Pass,30,241,30,1_ALevel,England,NEW,7038.0,552.0,8.0,0.0,70.38,-23.0,0.7428571428571429,0.7428571428571429,"[1, 60)",CCC_2014B,True,90.0,94.0,80.0,43.0,,,70.0,86.0,67.0,22.0,,,
CCC,2014B,634507,230,0,78.0,241.0,Exam,35,M,South Region,HE Qualification,50-60%,0-35,0,60,Non-Disabled,Pass,30,241,30,2_higher_ALevel,England,NEW,8597.0,671.0,8.0,0.0,85.97,-22.0,0.8571428571428571,0.8571428571428571,"[1, 60)",CCC_2014B,True,86.0,85.0,93.0,91.0,,,90.0,83.0,69.0,74.0,,,
CCC,2014B,634512,230,0,100.0,241.0,Exam,35,M,North Western Region,Lower Than A Level,0-10%,0-35,0,30,Non-Disabled,Distinction,30,241,0,0_lower_ALevel,England,NEW,9136.0,740.0,8.0,0.0,91.36,-22.0,0.7714285714285715,0.7714285714285715,"[0, 1)",CCC_2014B,True,96.0,89.0,89.0,90.0,,,90.0,92.0,98.0,96.0,,,
CCC,2014B,634589,230,0,94.0,241.0,Exam,35,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,30,Non-Disabled,Pass,30,241,0,1_ALevel,England,NEW,7092.0,607.0,8.0,0.0,70.92,-22.0,0.5714285714285714,0.5714285714285714,"[0, 1)",CCC_2014B,True,82.0,41.0,72.0,78.0,,,70.0,100.0,77.0,87.0,,,
CCC,2014B,634618,234,0,98.0,241.0,Exam,35,M,North Region,HE Qualification,0,0-35,0,30,Non-Disabled,Distinction,30,241,0,2_higher_ALevel,England,NEW,8882.0,724.0,8.0,0.0,88.82,-22.0,0.8,0.8,"[0, 1)",CCC_2014B,True,94.0,80.0,92.0,91.0,,,100.0,86.0,90.0,91.0,,,
CCC,2014B,634816,234,0,82.0,241.0,Exam,35,M,Wales,HE Qualification,0-10%,0-35,0,120,Non-Disabled,Pass,30,241,90,2_higher_ALevel,Wales,NEW,9017.0,701.0,8.0,0.0,90.17,5.0,0.8,0.8,"[60, 600)",CCC_2014B,True,96.0,86.0,89.0,94.0,,,60.0,93.0,85.0,98.0,,,
CCC,2014B,634862,230,0,48.0,241.0,Exam,35,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,Non-Disabled,Pass,30,241,30,1_ALevel,England,NEW,7727.0,586.0,7.0,0.0,77.27,-22.0,0.8,0.8,"[1, 60)",CCC_2014B,True,88.0,91.0,79.0,86.0,,,90.0,93.0,,59.0,,,
CCC,2014B,634878,230,0,70.0,241.0,Exam,35,F,Wales,HE Qualification,60-70%,35+,0,30,Non-Disabled,Pass,30,241,0,2_higher_ALevel,Wales,NEW,4883.0,455.0,6.0,0.0,48.83,-13.0,0.7142857142857143,0.7142857142857143,"[0, 1)",CCC_2014B,True,86.0,67.0,60.0,,,,90.0,81.0,71.0,,,,
CCC,2014B,635043,234,0,82.0,241.0,Exam,35,M,East Midlands Region,HE Qualification,90-100%,0-35,0,60,Non-Disabled,Pass,30,241,30,2_higher_ALevel,England,NEW,9266.0,731.0,8.0,0.0,92.66,-21.0,0.6571428571428571,0.6571428571428571,"[1, 60)",CCC_2014B,True,100.0,90.0,93.0,95.0,,,80.0,94.0,92.0,87.0,,,
CCC,2014B,635109,234,0,42.0,241.0,Exam,35,M,Ireland,Lower Than A Level,50-60%,0-35,0,60,Non-Disabled,Pass,30,241,30,0_lower_ALevel,Ireland,NEW,6902.0,525.0,8.0,0.0,69.02,-17.0,0.8571428571428571,0.8571428571428571,"[1, 60)",CCC_2014B,True,76.0,81.0,70.0,59.0,,,40.0,74.0,77.0,48.0,,,
CCC,2014B,917586,234,0,98.0,241.0,Exam,35,M,South Region,HE Qualification,80-90%,35+,0,60,Non-Disabled,Distinction,30,241,30,2_higher_ALevel,England,NEW,9528.0,752.0,8.0,0.0,95.28,-29.0,0.8571428571428571,0.8571428571428571,"[1, 60)",CCC_2014B,True,92.0,98.0,92.0,100.0,,,90.0,100.0,84.0,96.0,,,
CCC,2014B,949548,234,0,42.0,241.0,Exam,35,M,London Region,A Level or Equivalent,80-90%,35+,0,60,Non-Disabled,Pass,30,241,30,1_ALevel,England,NEW,7367.0,560.0,8.0,0.0,73.67,-95.0,0.9142857142857143,0.9142857142857143,"[1, 60)",CCC_2014B,True,72.0,94.0,63.0,80.0,,,70.0,83.0,46.0,52.0,,,
CCC,2014B,984619,230,0,72.0,241.0,Exam,35,M,South West Region,HE Qualification,90-100%,35+,0,30,Non-Disabled,Pass,30,241,0,2_higher_ALevel,England,NEW,7844.0,619.0,8.0,0.0,78.44,-179.0,0.9714285714285714,0.9714285714285714,"[0, 1)",CCC_2014B,True,82.0,90.0,76.0,74.0,,,80.0,70.0,71.0,76.0,,,
CCC,2014B,1038161,236,0,58.0,241.0,Exam,35,M,Scotland,HE Qualification,40-50%,35+,0,30,Non-Disabled,Pass,30,241,0,2_higher_ALevel,Scotland,NEW,4761.0,465.0,7.0,0.0,47.61,-22.0,0.4857142857142857,0.4857142857142857,"[0, 1)",CCC_2014B,True,94.0,42.0,62.0,,,,70.0,89.0,65.0,43.0,,,
CCC,2014B,1073766,234,0,58.0,241.0,Exam,35,M,East Midlands Region,HE Qualification,80-90%,35+,0,60,Non-Disabled,Pass,30,241,30,2_higher_ALevel,England,NEW,7894.0,607.0,7.0,0.0,78.94,-116.0,0.6571428571428571,0.6571428571428571,"[1, 60)",CCC_2014B,True,100.0,97.0,95.0,55.0,,,70.0,100.0,90.0,,,,
CCC,2014B,1095916,230,0,48.0,241.0,Exam,35,M,South Region,A Level or Equivalent,90-100%,35+,0,30,Non-Disabled,Pass,30,241,0,1_ALevel,England,NEW,6029.0,555.0,7.0,0.0,60.29,-130.0,0.8571428571428571,0.8571428571428571,"[0, 1)",CCC_2014B,True,96.0,98.0,,49.0,,,80.0,85.0,77.0,70.0,,,
CCC,2014B,1187586,230,0,98.0,241.0,Exam,35,M,Scotland,HE Qualification,80-90%,35+,0,90,Non-Disabled,Distinction,30,241,60,2_higher_ALevel,Scotland,NEW,9484.0,755.0,8.0,0.0,94.84,-184.0,0.8571428571428571,0.8571428571428571,"[60, 600)",CCC_2014B,True,94.0,98.0,97.0,90.0,,,90.0,100.0,90.0,96.0,,,
CCC,2014B,1311171,230,0,86.0,241.0,Exam,35,M,South Region,A Level or Equivalent,80-90%,35+,0,60,Non-Disabled,Distinction,30,241,30,1_ALevel,England,NEW,9004.0,715.0,8.0,0.0,90.04,-29.0,0.9428571428571428,0.9428571428571428,"[1, 60)",CCC_2014B,True,94.0,89.0,87.0,89.0,,,70.0,100.0,90.0,96.0,,,
CCC,2014B,1416784,234,0,96.0,241.0,Exam,35,F,North Region,HE Qualification,0,35+,0,30,Non-Disabled,Distinction,30,241,0,2_higher_ALevel,England,NEW,8573.0,704.0,8.0,0.0,85.73,-15.0,0.4857142857142857,0.4857142857142857,"[0, 1)",CCC_2014B,True,94.0,96.0,76.0,81.0,,,100.0,95.0,73.0,89.0,,,
CCC,2014B,1440467,230,0,94.0,241.0,Exam,35,M,East Anglian Region,A Level or Equivalent,30-40%,35+,0,90,Non-Disabled,Distinction,30,241,60,1_ALevel,England,NEW,9414.0,767.0,8.0,0.0,94.14,-39.0,0.9714285714285714,0.9714285714285714,"[60, 600)",CCC_2014B,True,98.0,94.0,92.0,91.0,,,100.0,98.0,94.0,100.0,,,
CCC,2014B,1442991,234,0,74.0,241.0,Exam,35,M,Scotland,HE Qualification,70-80%,35+,0,150,Non-Disabled,Pass,30,241,120,2_higher_ALevel,Scotland,NEW,5349.0,489.0,7.0,0.0,53.49,-25.0,0.7428571428571429,0.7428571428571429,"[60, 600)",CCC_2014B,True,94.0,56.0,66.0,,,,50.0,65.0,88.0,70.0,,,
CCC,2014B,1470291,230,0,92.0,241.0,Exam,35,F,South West Region,HE Qualification,70-80%,35+,0,90,Non-Disabled,Pass,30,241,60,2_higher_ALevel,England,NEW,1844.0,258.0,4.0,0.0,18.44,-66.0,0.4857142857142857,0.4857142857142857,"[60, 600)",CCC_2014B,True,80.0,,,,,,50.0,,61.0,67.0,,,
CCC,2014B,1474869,234,0,70.0,241.0,Exam,35,F,South Region,A Level or Equivalent,90-100%,35+,0,630,Disabled,Pass,30,241,600,1_ALevel,England,NEW,9030.0,735.0,8.0,0.0,90.3,-5.0,1.0,1.0,,CCC_2014B,True,92.0,91.0,87.0,90.0,,,100.0,94.0,92.0,89.0,,,
CCC,2014B,1534494,234,0,76.0,241.0,Exam,35,M,South Region,Post Graduate Qualification,90-100%,35+,0,30,Non-Disabled,Pass,30,241,0,2_higher_ALevel,England,NEW,2623.0,387.0,5.0,0.0,26.23,-29.0,0.9142857142857143,0.9142857142857143,"[0, 1)",CCC_2014B,True,90.0,,,,,,80.0,83.0,69.0,65.0,,,
CCC,2014B,1632487,230,0,54.0,241.0,Exam,35,M,Yorkshire Region,Lower Than A Level,70-80%,35+,0,60,Non-Disabled,Pass,30,241,30,0_lower_ALevel,England,NEW,8143.0,639.0,8.0,0.0,81.43,-45.0,0.8857142857142857,0.8857142857142857,"[1, 60)",CCC_2014B,True,94.0,91.0,84.0,74.0,,,80.0,69.0,69.0,78.0,,,
CCC,2014B,1671811,234,0,44.0,241.0,Exam,35,M,West Midlands Region,A Level or Equivalent,70-80%,35+,0,90,Non-Disabled,Pass,30,241,60,1_ALevel,England,NEW,6024.0,497.0,8.0,0.0,60.24,-24.0,0.7714285714285715,0.7714285714285715,"[60, 600)",CCC_2014B,True,78.0,82.0,52.0,42.0,,,70.0,74.0,64.0,35.0,,,
CCC,2014B,1678800,230,0,80.0,241.0,Exam,35,M,Scotland,A Level or Equivalent,40-50%,35+,0,90,Non-Disabled,Pass,30,241,60,1_ALevel,Scotland,NEW,8364.0,700.0,8.0,0.0,83.64,-220.0,0.8571428571428571,0.8571428571428571,"[60, 600)",CCC_2014B,True,94.0,76.0,95.0,65.0,,,90.0,94.0,90.0,96.0,,,
CCC,2014B,1739026,234,0,34.0,241.0,Exam,35,F,North Region,Lower Than A Level,0,35+,0,30,Non-Disabled,Fail,30,241,0,0_lower_ALevel,England,NEW,5989.0,481.0,8.0,0.0,59.89,-68.0,0.8,0.8,"[0, 1)",CCC_2014B,False,76.0,27.0,83.0,66.0,,,60.0,39.0,56.0,74.0,,,
CCC,2014B,1753458,234,0,96.0,241.0,Exam,35,M,North Region,HE Qualification,0,35+,0,60,Non-Disabled,Distinction,30,241,30,2_higher_ALevel,England,NEW,9808.0,781.0,8.0,0.0,98.08,-106.0,0.9142857142857143,0.9142857142857143,"[1, 60)",CCC_2014B,True,98.0,97.0,100.0,96.0,,,90.0,100.0,100.0,100.0,,,
CCC,2014B,1781834,234,0,52.0,241.0,Exam,35,M,Ireland,HE Qualification,30-40%,35+,0,75,Non-Disabled,Pass,30,241,45,2_higher_ALevel,Ireland,NEW,8405.0,635.0,8.0,0.0,84.05,-25.0,1.0,1.0,"[1, 60)",CCC_2014B,True,88.0,95.0,84.0,76.0,,,40.0,93.0,83.0,76.0,,,
CCC,2014B,1855583,230,0,78.0,241.0,Exam,35,F,Scotland,HE Qualification,40-50%,35+,0,60,Non-Disabled,Pass,30,241,30,2_higher_ALevel,Scotland,NEW,6863.0,572.0,8.0,0.0,68.63,-103.0,0.8,0.8,"[1, 60)",CCC_2014B,True,76.0,62.0,64.0,64.0,,,60.0,89.0,74.0,83.0,,,
CCC,2014B,1876636,230,0,82.0,241.0,Exam,35,F,South West Region,A Level or Equivalent,60-70%,35+,0,120,Non-Disabled,Distinction,30,241,90,1_ALevel,England,NEW,8483.0,673.0,8.0,0.0,84.83,-61.0,0.8857142857142857,0.8857142857142857,"[60, 600)",CCC_2014B,True,94.0,93.0,83.0,71.0,,,60.0,93.0,94.0,85.0,,,
CCC,2014B,1888343,230,0,70.0,241.0,Exam,35,M,Ireland,Lower Than A Level,10-20,35+,0,60,Non-Disabled,Pass,30,241,30,0_lower_ALevel,Ireland,NEW,9084.0,725.0,8.0,0.0,90.84,-115.0,1.0,1.0,"[1, 60)",CCC_2014B,True,96.0,96.0,94.0,83.0,,,90.0,94.0,85.0,87.0,,,
CCC,2014B,1906919,234,0,78.0,241.0,Exam,35,M,North Western Region,Lower Than A Level,0-10%,35+,0,60,Non-Disabled,Pass,30,241,30,0_lower_ALevel,England,NEW,8336.0,637.0,8.0,0.0,83.36,-297.0,0.9142857142857143,0.9142857142857143,"[1, 60)",CCC_2014B,True,84.0,91.0,76.0,82.0,,,40.0,90.0,85.0,89.0,,,
CCC,2014B,1911513,230,0,94.0,241.0,Exam,35,F,London Region,A Level or Equivalent,10-20,35+,0,60,Disabled,Pass,30,241,30,1_ALevel,England,NEW,3859.0,437.0,5.0,0.0,38.59,-17.0,0.5142857142857142,0.5142857142857142,"[1, 60)",CCC_2014B,True,,,,75.0,,,100.0,87.0,92.0,83.0,,,
CCC,2014B,1924641,230,0,14.0,241.0,Exam,35,M,Scotland,HE Qualification,60-70%,35+,0,120,Non-Disabled,Fail,30,241,90,2_higher_ALevel,Scotland,NEW,3826.0,244.0,6.0,0.0,38.26,-133.0,0.7428571428571429,0.7428571428571429,"[60, 600)",CCC_2014B,False,62.0,47.0,59.0,32.0,,,20.0,,,24.0,,,
CCC,2014B,1930146,234,0,42.0,241.0,Exam,35,M,West Midlands Region,A Level or Equivalent,40-50%,35+,0,45,Non-Disabled,Pass,30,241,15,1_ALevel,England,NEW,2202.0,204.0,5.0,0.0,22.02,-17.0,0.8857142857142857,0.8857142857142857,"[1, 60)",CCC_2014B,True,,,,55.0,,,30.0,20.0,56.0,43.0,,,
CCC,2014B,1951139,234,0,78.0,241.0,Exam,35,F,Scotland,A Level or Equivalent,50-60%,0-35,0,30,Disabled,Pass,30,241,0,1_ALevel,Scotland,NEW,8497.0,662.0,8.0,0.0,84.97,-25.0,1.0,1.0,"[0, 1)",CCC_2014B,True,84.0,89.0,85.0,81.0,,,60.0,93.0,83.0,87.0,,,
CCC,2014B,1997164,234,0,72.0,241.0,Exam,35,M,Ireland,Post Graduate Qualification,0,35+,0,60,Non-Disabled,Pass,30,241,30,2_higher_ALevel,Ireland,NEW,8918.0,728.0,8.0,0.0,89.18,-39.0,0.4857142857142857,0.4857142857142857,"[1, 60)",CCC_2014B,True,96.0,96.0,87.0,81.0,,,100.0,98.0,83.0,87.0,,,
CCC,2014B,2016517,234,0,58.0,241.0,Exam,35,M,North Western Region,Lower Than A Level,80-90%,0-35,0,75,Non-Disabled,Pass,30,241,45,0_lower_ALevel,England,NEW,8611.0,690.0,8.0,0.0,86.11,-29.0,0.6,0.6,"[1, 60)",CCC_2014B,True,92.0,95.0,88.0,72.0,,,80.0,91.0,85.0,87.0,,,
CCC,2014B,2049668,234,0,54.0,241.0,Exam,35,F,North Western Region,HE Qualification,70-80%,35+,0,90,Non-Disabled,Pass,30,241,60,2_higher_ALevel,England,NEW,7158.0,527.0,8.0,0.0,71.58,-221.0,0.8285714285714286,0.8285714285714286,"[60, 600)",CCC_2014B,True,56.0,72.0,83.0,73.0,,,40.0,66.0,63.0,74.0,,,
CCC,2014B,2056643,230,0,98.0,241.0,Exam,35,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,Disabled,Distinction,30,241,30,1_ALevel,Scotland,NEW,8740.0,739.0,8.0,0.0,87.4,-25.0,0.8857142857142857,0.8857142857142857,"[1, 60)",CCC_2014B,True,98.0,59.0,91.0,95.0,,,100.0,100.0,96.0,100.0,,,
CCC,2014B,2063578,230,0,96.0,241.0,Exam,35,M,Scotland,A Level or Equivalent,0-10%,35+,0,60,Non-Disabled,Distinction,30,241,30,1_ALevel,Scotland,NEW,9657.0,764.0,8.0,0.0,96.57,-162.0,1.0,1.0,"[1, 60)",CCC_2014B,True,94.0,99.0,98.0,99.0,,,100.0,93.0,90.0,91.0,,,
CCC,2014B,2064873,230,0,94.0,241.0,Exam,35,M,East Midlands Region,Lower Than A Level,30-40%,35+,0,60,Non-Disabled,Distinction,30,241,30,0_lower_ALevel,England,NEW,8906.0,695.0,8.0,0.0,89.06,-54.0,1.0,1.0,"[1, 60)",CCC_2014B,True,94.0,97.0,85.0,87.0,,,70.0,94.0,90.0,78.0,,,
CCC,2014B,2087182,234,0,16.0,241.0,Exam,35,M,North Region,A Level or Equivalent,20-30%,0-35,0,30,Non-Disabled,Fail,30,241,0,1_ALevel,England,NEW,2547.0,269.0,5.0,0.0,25.47,-52.0,0.6571428571428571,0.6571428571428571,"[0, 1)",CCC_2014B,False,42.0,55.0,,,,,60.0,57.0,55.0,,,,
CCC,2014B,2088765,234,0,76.0,241.0,Exam,35,F,South Region,HE Qualification,90-100%,35+,0,60,Disabled,Pass,30,241,30,2_higher_ALevel,England,NEW,9174.0,725.0,8.0,0.0,91.74,-89.0,1.0,1.0,"[1, 60)",CCC_2014B,True,96.0,100.0,93.0,78.0,,,70.0,96.0,92.0,100.0,,,
CCC,2014B,2109119,230,0,48.0,241.0,Exam,35,M,East Anglian Region,HE Qualification,40-50%,35+,0,60,Non-Disabled,Pass,30,241,30,2_higher_ALevel,England,NEW,7549.0,596.0,8.0,0.0,75.49,-23.0,0.8,0.8,"[1, 60)",CCC_2014B,True,86.0,88.0,74.0,71.0,,,80.0,87.0,75.0,35.0,,,
CCC,2014B,2139037,234,0,92.0,241.0,Exam,35,F,East Anglian Region,HE Qualification,90-100%,0-35,0,60,Non-Disabled,Distinction,30,241,30,2_higher_ALevel,England,NEW,9231.0,725.0,8.0,0.0,92.31,-95.0,0.8,0.8,"[1, 60)",CCC_2014B,True,94.0,86.0,98.0,95.0,,,80.0,89.0,92.0,91.0,,,
CCC,2014B,2146277,230,0,82.0,241.0,Exam,35,F,East Anglian Region,A Level or Equivalent,80-90%,35+,0,90,Non-Disabled,Pass,30,241,60,1_ALevel,England,NEW,7425.0,630.0,8.0,0.0,74.25,-39.0,0.6285714285714286,0.6285714285714286,"[60, 600)",CCC_2014B,True,82.0,83.0,53.0,73.0,,,90.0,83.0,81.0,85.0,,,
CCC,2014B,2147620,230,0,58.0,241.0,Exam,35,F,East Anglian Region,HE Qualification,60-70%,35+,0,30,Non-Disabled,Pass,30,241,0,2_higher_ALevel,England,NEW,8318.0,619.0,7.0,0.0,83.18,-131.0,0.9714285714285714,0.9714285714285714,"[0, 1)",CCC_2014B,True,,93.0,89.0,87.0,,,50.0,100.0,100.0,100.0,,,
